timestamp,cmc_total_mcap_usd,cmc_btc_dominance,cmc_eth_dominance,cmc_alt_dominance,cmc_topgainers20_count_tracked,cmc_topgainers20_total,cmc_topgainers20_mean_change
2025-11-11 15:00:00+0000,3511083486692.79,59.187568872513,12.040813555118,28.771617572368996,0,20,14.457402511000002
