ts,cmc_total_mcap_usd,cmc_total_vol_24h_usd,cmc_btc_mcap_usd,cmc_eth_mcap_usd,cmc_btc_dominance,cmc_eth_dominance,cmc_total_mcap_usd_ret1,cmc_total_mcap_usd_ret7,cmc_total_mcap_usd_ret30,cmc_btc_mcap_usd_ret1,cmc_btc_mcap_usd_ret7,cmc_btc_mcap_usd_ret30,cmc_eth_mcap_usd_ret1,cmc_eth_mcap_usd_ret7,cmc_eth_mcap_usd_ret30,mc_z_30,btc_dom_z_30,mcap_vol_ratio_total,mcap_vol_ratio_btc,mcap_vol_ratio_eth
2019-07-25,274971555027.11945,52882753822.09073,,,,,0.00691567787999045,-0.051013703016211095,-0.22954974384903512,,,,,,,-1.1895714863639373,,5.199645161297472,,
2019-07-26,275290832518.14276,48105316555.47107,,,,,0.001160455572031332,-0.04000083647488503,-0.28943786182589476,,,,,,,-1.1354957476658998,,5.722669597251276,,
2019-07-27,263747938013.8847,55188096971.507225,,,,,-0.04283424482080249,-0.11140507313551241,-0.19437754296558132,,,,,,,-1.4463562969465606,,4.779072888671152,,
2019-07-28,265846461081.65558,45592607834.63706,,,,,0.007925061347959112,-0.09018733255000375,-0.27126290778105244,,,,,,,-1.2943532414071475,,5.830911494378041,,
2019-07-29,265040073899.58624,46399826183.97821,,,,,-0.0030378913349615993,-0.0683101920356367,-0.2611811694067373,,,,,,,-1.2494723894469717,,5.712091955876856,,
2019-07-30,267231702992.74332,45710850259.388885,,,,,0.008235046733323212,-0.020664642969342905,-0.15812847319171205,,,,,,,-1.0923644395620196,,5.846132843216029,,
2019-07-31,278426035843.2454,52764082437.41297,,,,,0.041036360090270015,0.019400465467809897,-0.10941623701379884,,,,,,,-0.6393707009763557,,5.276809962032511,,
2019-08-01,284161589616.73926,52454133030.4345,,,,,0.020390610239126677,0.0328753978269461,-0.09738839867181796,,,,,,,-0.3952446325199608,,5.4173345969108935,,
2019-08-02,285423152508.4646,53736556282.440475,,,,,0.0044297708887870635,0.03614471314370177,-0.1683657144524798,,,,,,,-0.29759090288997764,,5.311526682288208,,
2019-08-03,292116475634.98315,47750724145.2073,,,,,0.023179787126666556,0.10215874509117073,-0.08894718456798748,,,,,,,-0.004816237270352925,,6.117529751939953,,
2019-08-04,294633369620.7024,49143095605.748924,,,,,0.008579156665845966,0.10281284040905757,-0.06721382624212442,,,,,,,0.12253614463436167,,5.995417382421371,,
2019-08-05,312414885259.2917,70534697714.84366,,,,,0.05860029634761811,0.16445102809163734,-0.02400801478765561,,,,,,,0.8495125133163426,,4.429236891640433,,
2019-08-06,302703363290.26263,68496312813.51188,,,,,-0.03157873797274611,0.124637243385568,-0.08120308603001501,,,,,,,0.5114113281770968,,4.4192650794854185,,
2019-08-07,311474616720.3677,63622883221.66716,,,,,0.02856452071843543,0.11216540401373364,-0.10201434462639362,,,,,,,1.004578372643723,,4.895638187838257,,
